x,y
-3.29215703790299,-53.4684118674302
0.79952837489833,-1.26255957654949
-0.936213952317218,-3.50619264119334
-4.72267959760437,-107.223200388728
-3.6026739704499,-49.1319501789444
4.93183363962923,8.90122352641784
-0.850265252576768,-5.46624175734834
2.45407162489309,-5.76263165438904
2.30965655538067,-0.600585682728502
0.768204494184883,1.22267790165965
1.56786928651737,-3.95663744237394
-2.36282052088892,-21.9898945227804
-0.28311317544098,-6.11812275364772
1.63497495052151,-10.4684396371152
0.668410301763723,-4.11955719476239
0.9989770178772,-3.02941914328534
-2.48223721947282,-21.7615227214908
2.6154747912974,-1.51295226380418
1.0607968950473,-4.75491156537846
4.56228721790517,6.50723267873118
